"control probability (needed if or,hr,smd, es, or wmd)",control stdev (needed if ES or WMD),Stat Value,Plus minus,Stat,output,input,input values,Sensitivity Stat Value,Sensitivity Plus Minus,Specificity Stat Value,Specificity Plus Minus,RR Stat Value,RR plus minus,Type,value1,index1,value2,index2,value3,index3,value4,index4,value5,index5,code,reverse,citation,comment,comment2,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,study_n,study_design,study_population,verification_status
,,,,,moderate_physical_activity,,,,,,,,,any_of,moderate_physical_activity_yes,,moderate_physical_activity_no,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.3,,0.53,0.23,SMD,endothelial_progenitor_cell,cardiovascular_minutes,cardiovascular_minutes_quartile_4,,,,,1.75990433521595,0.3448804247130812,,,,,,,,,,,,,,"<science><title>A Meta-Analysis of the Effects of Aerobic Exercise on the Basal Level of Endothelial Progenitor Cells in Middle-Aged and Older Adults</>Xiaoke Chen, Xinzheng Sun, Di Gao, Dan Qiu, Hui He<source>Lancet</>J Aging Phys Act<link>https://pubmed.ncbi.nlm.nih.gov/34591787/</></>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,327.0,meta-analysis,"9 RCTs, middle-aged/older adults",
,,,,,endothelial_progenitor_cell,,,,,,,,,dependency_priors,endothelial_progenitor_cell_expression_high_above_200,0.3,endothelial_progenitor_cell_expression_high_above_200_not,0.7,,,,,,,,1.0,,https://pubmed.ncbi.nlm.nih.gov/34591787/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,watch_tv,daily_time_sitting,,,,,,,,naive_0_nhanes_explicit,watch_tv_four_or_more,"4,5",watch_tv_two_to_three,"2,3",watch_tv_one_or_less,"1,0",watch_tv_none,6,,,PAD590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,daily_computer_hours,daily_time_sitting,,,,,,,,naive_0_nhanes_explicit,daily_computer_hours_four_or_more,"4,5",daily_computer_hours_two_to_three,"2,3",daily_computer_hours_one_or_less,"1,0",daily_computer_hours_none,6,,,PAD600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,daily_time_sitting,,,,,,,,,discrete_nhanes_explicit,daily_time_sitting_12_or_more_hours,720-10000,daily_time_sitting_over_6_but_less_than_12_hours,360-719,daily_time_sitting_over_2_but_less_than_6_hours,120-359,daily_time_sitting_less_than_2_hours,0-119,,,PAD680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,naive_sleep_apnea,inadequate_sleep,,,,,,,,dependency_nhanes_explicit,sleep_apnea_yes,1,sleep_apnea_no,"2-100,missing",,,,,,,SLQ070A,,,changed naive_0_nhanes_explicit -> dependency_nhanes_explicit so the QP solver builds a CPT from the rerouted study inputs (otherwise naive_0 with env_var OFF drops inputs),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,sleep_disorder,inadequate_sleep,,,,,,,,naive_0_nhanes_explicit,sleep_disorder_yes,1,sleep_disorder_no,2,,,,,,,SLQ060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,work_schedule,inadequate_sleep,,,,,,,,naive_0_nhanes_explicit,work_schedule_evenings_or_nights,2,work_schedule_variable,5,work_schedule_early_mornings,3,work_schedule_9_to_5,1,,,OCQ670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,daytime_drowsiness,,,,,,,,,naive_0_nhanes_explicit,daytime_drowsiness_almost_always,4,daytime_drowsiness_often,3,daytime_drowsiness_sometimes,2,daytime_drowsiness_rare_or_none,"0,1",,,SLQ120,,,[2026-05-13 naive_0 guard-2 removal cycle] Blanked input column (was 'inadequate_sleep'). Leaf daytime_drowsiness is the input of 2 downstream study row(s) - an empirical P(leaf|parent) CPT would compete with the literature RR. The dependency.py guard (2) was silently demoting this to discrete priors anyway. Making the CSV honest.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,daytime_unrestedness,inadequate_sleep,,,,,,,,naive_0_nhanes_explicit,daytime_unrestedness_almost_always,4,daytime_unrestedness_often,3,daytime_unrestedness_sometimes,2,daytime_unrestedness_rarely_or_never,"1,0",,,SLQ110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,naive_insomnia,,,,,,,,,naive_0_nhanes_explicit,insomnia_yes,"3,4",insomnia_no,"0,1,2",,,,,,,SLQ080,,,"[2026-05-13 naive_0 guard-3 removal cycle] Blanked input column (was 'inadequate_sleep'). Leaf naive_insomnia is the input of an equivalent_to row, so a parent-conditional CPT here would create a triple-constraint conflict with the equivalent_to mapping + the wrapper's dep_nhanes_explicit marginal. The dependency.py guard (3) was silently demoting this to discrete priors anyway; making the CSV honest about that.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,trouble_falling_to_sleep,,,,,,,,,naive_0_nhanes_explicit,trouble_falling_to_sleep_almost_always,4,trouble_falling_to_sleep_often,3,trouble_falling_to_sleep_sometimes,2,trouble_falling_to_sleep_rarely_or_never,"1,0",,,SLQ070B,,,[2026-05-13 naive_0 guard-2 removal cycle] Blanked input column (was 'inadequate_sleep'). Leaf trouble_falling_to_sleep is the input of 1 downstream study row(s) - an empirical P(leaf|parent) CPT would compete with the literature RR. The dependency.py guard (2) was silently demoting this to discrete priors anyway. Making the CSV honest.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,snore_how_often_per_week,,,,,,,,,naive_0_nhanes_explicit,snore_5_or_more_nights,3,snore_3_to_4_nights,2,snore_1_or_2_nights,1,snore_no_nights,0,,,SLQ030,,,[2026-05-13 naive_0 guard-2 removal cycle] Blanked input column (was 'inadequate_sleep'). Leaf snore_how_often_per_week is the input of 1 downstream study row(s) - an empirical P(leaf|parent) CPT would compete with the literature RR. The dependency.py guard (2) was silently demoting this to discrete priors anyway. Making the CSV honest.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,take_sleeping_pills,inadequate_sleep,,,,,,,,naive_0_nhanes_explicit,take_sleeping_pills_almost_always,4,take_sleeping_pills_often,3,take_sleeping_pills_sometimes,2,take_sleeping_pills_rarely_or_never,"1,0",,,SLQ140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,told_inadequate_sleep,inadequate_sleep,,,,,,,,naive_0_nhanes_explicit,told_inadequate_sleep_yes,1,told_inadequate_sleep_no,2,,,,,,,SLQ050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,wake_too_early,,,,,,,,,naive_0_nhanes_explicit,wake_too_early_almost_always,4,wake_too_early_often,3,wake_too_early_sometimes,2,wake_too_early_rarely_or_never,"1,0",,,SLQ100,,,[2026-05-13 naive_0 guard-2 removal cycle] Blanked input column (was 'inadequate_sleep'). Leaf wake_too_early is the input of 3 downstream study row(s) - an empirical P(leaf|parent) CPT would compete with the literature RR. The dependency.py guard (2) was silently demoting this to discrete priors anyway. Making the CSV honest.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,wake_up_cant_sleep,,,,,,,,,naive_0_nhanes_explicit,wake_up_cant_sleep_almost_always,4,wake_up_cant_sleep_often,3,wake_up_cant_sleep_sometimes,2,wake_up_cant_sleep_rarely_or_never,"1,0",,,SLQ090,,,[2026-05-13 naive_0 guard-2 removal cycle] Blanked input column (was 'inadequate_sleep'). Leaf wake_up_cant_sleep is the input of 1 downstream study row(s) - an empirical P(leaf|parent) CPT would compete with the literature RR. The dependency.py guard (2) was silently demoting this to discrete priors anyway. Making the CSV honest.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,workday_sleep_hours_per_night,,,,,,,,,naive_0_nhanes_explicit,workday_sleep_under_5,2-4.9,workday_sleep_5.0_to_6.9,5-6.9,workday_sleep_7.0_to_8.9,7-8.9,workday_sleep_9.0_or_more,9.0-24,,,SLD012,,,[2026-05-13 naive_0 guard-2 removal cycle] Blanked input column (was 'inadequate_sleep'). Leaf workday_sleep_hours_per_night is the input of 1 downstream study row(s) - an empirical P(leaf|parent) CPT would compete with the literature RR. The dependency.py guard (2) was silently demoting this to discrete priors anyway. Making the CSV honest.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,weekend_sleep_hours_per_night,inadequate_sleep,,,,,,,,naive_0_nhanes_explicit,weekend_sleep_under_5,2-4.9,weekend_sleep_5.0_to_6.9,5-6.9,weekend_sleep_7.0_to_8.9,7-8.9,weekend_sleep_9.0_or_more,9.0-24,,,SLD013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,inadequate_sleep,,,,,,,,,discrete_nhanes_explicit,inadequate_sleep_almost_always,4,inadequate_sleep_often,3,inadequate_sleep_sometimes,2,inadequate_sleep_rarely_or_never,"1,0",,,SLQ130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,sleep_anomaly,workday_sleep_hours_per_night,workday_sleep_under_5,,,,,,,equivalent_to,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,sleep_anomaly,,,,,,,,,dependency_nhanes_explicit,workday_sleep_under_5,2-4.9,workday_sleep_under_5_not,5-24,,,,,,,SLD012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,sleep_hygiene_1,work_schedule,work_schedule_evenings_or_nights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,sleep_hygiene_1,sleep_disorder,sleep_disorder_yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,sleep_hygiene_1,snore_how_often_per_week,snore_5_or_more_nights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,sleep_hygiene_1,daytime_drowsiness,daytime_drowsiness_almost_always,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,sleep_hygiene_1,daytime_unrestedness,daytime_unrestedness_almost_always,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,sleep_hygiene_1,,,,,,,,,any_of,sleep_hygiene_1_poor,,sleep_hygiene_1_healthy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,sleep_hygiene_2,naive_insomnia,insomnia_yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,sleep_hygiene_2,trouble_falling_to_sleep,trouble_falling_to_sleep_almost_always,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,sleep_hygiene_2,inadequate_sleep,inadequate_sleep_almost_always,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,sleep_hygiene_2,sleep_anomaly,workday_sleep_under_5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,sleep_hygiene_2,weekend_sleep_hours_per_night,weekend_sleep_under_5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,sleep_hygiene_2,,,,,,,,,any_of,sleep_hygiene_2_poor,,sleep_hygiene_2_healthy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,sleep_hygiene,sleep_hygiene_1,sleep_hygiene_1_poor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,sleep_hygiene,sleep_hygiene_2,sleep_hygiene_2_poor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,sleep_hygiene,,,,,,,,,all_of,sleep_hygiene_poor,,sleep_hygiene_healthy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.16,,0.76,0.06,OR,sarcopenia,inadequate_sleep,inadequate_sleep_rarely_or_never,,,,,0.7903494176372712,0.0550552999902124,,,,,,,,,,,,,,"<science><title>Effect of Sleep Quality on the Prevalence of Sarcopenia in Older Adults: A Systematic Review with Meta-Analysis</>Jacobo Á Rubio-Arias, Raquel Rodríguez-Fernández, Luis Andreu, Luis M Martínez-Aranda, Alejandro Martínez-Rodriguez, Domingo J Ramos-Campo<source>J Clin Med</>2019 Dec 6;8(12):2156<link>https://pubmed.ncbi.nlm.nih.gov/31817603/</></>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,19677.0,meta-analysis,older adults,
,,,,,sarcopenia,,,,,,,,,dependency_priors,sarcopenia_yes,0.16,sarcopenia_no,0.84,,,,,,,,,,"https://pubmed.ncbi.nlm.nih.gov/36907247/#:~:text=The%20prevalence%20of%20sarcopenia%20varied,16%20%25%20of%20the%20elderly%20worldwide.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,milk_alergy,vitamin_d_nmol_per_liter_naive,,,,,,,,naive_0_nhanes_explicit,milk_alergy_yes,11,milk_alergy_no,missing,,,,,,,DBQ925B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,dietary_calcium_mg,vitamin_d_nmol_per_liter_naive,,,,,,,,naive_0_nhanes_quartile,,,,,,,,,,,DR1TCALC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,daily_servings_milk,,,,,,,,,naive_0_nhanes_explicit,daily_servings_milk_none,0,daily_servings_milk_1,1,daily_servings_milk_2,2,daily_servings_milk_3_or_more,3-10,,,DBD270B,,,[2026-05-13 naive_0 guard-2 removal cycle] Blanked input column (was 'vitamin_d_nmol_per_liter_naive'). Leaf daily_servings_milk is the input of 1 downstream study row(s) - an empirical P(leaf|parent) CPT would compete with the literature RR. The dependency.py guard (2) was silently demoting this to discrete priors anyway. Making the CSV honest.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,calcium_mg_per_dl,vitamin_d_nmol_per_liter_naive,,,,,,,,naive_0_nhanes_explicit,calcium_mg_per_dl_low_under8.5,0-8.4,calcium_mg_per_dl_normal_8.5_to_10.5,8.5-10.5,calcium_mg_per_dl_high_above_10.5,10.6-100,,,,,LBXSCA,2.0,,"https://www.ncbi.nlm.nih.gov/books/NBK250/#:~:text=Calcium%20is%20maintained%20within%20a,much%20as%200.5%20mg%2Fdl.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,vitamin_d_supplementation_mcg,,,,,,,,,naive_0_nhanes_quartile,,,,,,,,,,,DS2TVD,,,[2026-05-13 naive_0 guard-2 removal cycle] Blanked input column (was 'vitamin_d_nmol_per_liter_naive'). Leaf vitamin_d_supplementation_mcg is the input of 4 downstream study row(s) - an empirical P(leaf|parent) CPT would compete with the literature RR. The dependency.py guard (2) was silently demoting this to discrete priors anyway. Making the CSV honest. | ORIGINAL: vitamin_d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,vitamin_d_nmol_per_liter_naive,,,,,,,,,discrete_nhanes_explicit,vitamin_d_nmol_per_liter_deficiency_under_30,0-29.999,vitamin_d_nmol_per_liter_insufficiency_30_to_49,30-49.999,vitamin_d_nmol_per_liter_normal_50_to_124,50-124.999,vitamin_d_nmol_per_liter_toxic_over_124,125-1000,,,LBXVIDMS,3.0,,"https://ods.od.nih.gov/factsheets/VitaminD-HealthProfessional/#:~:text=Levels%20of%2050%20nmol%2FL,metabolism%20%5B11%2C12%5D.","https://www.uth.edu/news/story.htm?id=0520d178-ab7a-49af-858e-a7adeec0b30e#:~:text=Vitamin%20D%20deficiency%20is%20already,National%20Institutes%20of%20Health%20database.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,vitamin_d_nmol_per_liter,vitamin_d_nmol_per_liter_naive,vitamin_d_nmol_per_liter_deficiency_under_30,,,,,,,equivalent_to,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.38,,1.163,0.65,SMD,vitamin_d_nmol_per_liter,sarcopenia,sarcopenia_yes,,,,,2.195187022044631,0.5951439133371426,,,,,,,,,,,,,,"<science><title>Does vitamin D affect sarcopenia with insulin resistance in aging?</>Yang Du, Chorong Oh, Jaekyung No<source>Asia Pac J Clin Nutr</>2020;29(3):648-656<link>https://pubmed.ncbi.nlm.nih.gov/32990626/</></>","[autofill Apr-20] col A updated to NHANES P0 per , 2026 convention",,,,,,,,,,,,,,,,,,,,,,,,,,,,19528.0,unknown,"review, elderly",
,,,,,vitamin_d_nmol_per_liter,,,,,,,,,dependency_nhanes_explicit,vitamin_d_nmol_per_liter_deficiency_under_30,0-29.999,vitamin_d_nmol_per_liter_deficiency_under_30_not,30-1000,,,,,,,LBXVIDMS,,,"https://ods.od.nih.gov/factsheets/VitaminD-HealthProfessional/#:~:text=Levels%20of%2050%20nmol%2FL,metabolism%20%5B11%2C12%5D.","https://www.uth.edu/news/story.htm?id=0520d178-ab7a-49af-858e-a7adeec0b30e#:~:text=Vitamin%20D%20deficiency%20is%20already,National%20Institutes%20of%20Health%20database.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.15,,2.17,0.79,OR,walking_speed,vitamin_d_nmol_per_liter,vitamin_d_nmol_per_liter_deficiency_under_30,,,,,1.8460229689493832,0.5404411335662234,,,,,,,,,,,,,,"<science><title>Vitamin D and walking speed in older adults: Systematic review and meta-analysis</>Cedric Annweiler, Samir Henni, Stéphane Walrand, Manuel Montero-Odasso, Gustavo Duque, Guillaume T Duval <source>Maturitas</>2017 Dec;106:8-25<link>https://pubmed.ncbi.nlm.nih.gov/29150169/</></>","FIXED: D was 0.65 (lower CI distance). Correct: VitD_severe_deficiency->slow_walk OR=2.17 (1.52-3.10), pm=0.79. PMID:29150169",,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,meta-analysis,22 observational studies,"FIXED P0: was 0.486, corrected to 0.1500 (output NHANES prior)"
0.15,,1.38,0.44,OR,walking_speed,vitamin_d_nmol_per_liter_naive,vitamin_d_nmol_per_liter_insufficiency_30_to_49,,,,,1.30558183538316,0.3570450038998097,,,,,,,,,,,,,,"<science><title>Vitamin D and walking speed in older adults: Systematic review and meta-analysis</>Cedric Annweiler, Samir Henni, Stéphane Walrand, Manuel Montero-Odasso, Gustavo Duque, Guillaume T Duval <source>Maturitas</>2017 Dec;106:8-25<link>https://pubmed.ncbi.nlm.nih.gov/29150169/</></>","FIXED: D was 0.34 (lower CI distance). Correct: VitD_deficiency->slow_walk OR=1.38 (1.01-1.89), pm=0.44. PMID:29150169",,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,meta-analysis,22 observational studies,"FIXED P0: was 0.486, corrected to 0.1500 (output NHANES prior)"
,,,,,walking_speed,,,,,,,,,dependency_priors,walking_speed_slow_below_.8_mps,0.15,walking_speed_normal_.8_mps_or_above,0.85,,,,,,,,,,https://www.mdpi.com/2308-3417/8/5/95,"https://www.mdpi.com/2308-3417/8/5/95#:~:text=The%20overall%20estimated%20prevalence%20of,significant%20(p%20%3D%200.06).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,walking_speed_anomaly,walking_speed,walking_speed_slow_below_.8_mps,,,,,,,equivalent_to,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,walking_speed_anomaly,,,,,,,,,dependency_priors,walking_speed_slow_below_.8_mps,0.15,walking_speed_slow_below_.8_mps_not,0.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,exercise,original_aerobic_volume_concept,aerobic_volume_concept_yes,,,,,,,,,,,,,,,,,,,,,"redirected 13:55: was wrapper, now unwrapped chain",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,exercise,strength_concept,strength_concept_yes,,,,,,,,,,,,,,,,,,,,,[debug ] consumer ref _wrapped_yes -> _yes after wrapper value1/value2 normalization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,exercise,fitness_concept,fitness_concept_yes,,,,,,,,,,,,,,,,,,,,,[debug ] consumer ref _wrapped_yes -> _yes after wrapper value1/value2 normalization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,"OBSOLETE: was exercise input, replaced by concept wrappers. Row intentionally blanked (not deleted) to preserve formula row refs.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,exercise,,,,,,,,,any_of,exercise_high_not,,exercise_high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,sedentariness,walking_speed_anomaly,walking_speed_slow_below_.8_mps_not,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,sedentariness,chore_difficulty,chore_difficulty_unable_not,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,sedentariness,daily_time_sitting,"daily_time_sitting_less_than_2_hours,daily_time_sitting_over_2_but_less_than_6_hours",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,sedentariness,,,,,,,,,any_of,sedentariness_low,,sedentariness_high,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,physical_activity,sedentariness,sedentariness_low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,physical_activity,exercise,exercise_high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,physical_activity,,,,,,,,,any_of,physical_activity_high,,physical_activity_low,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,iron_ug_dL,anemia,,,,,,,,naive_0_nhanes_quartile,,,,,,,,,,,LBXSIR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,ferritin_ng_mL,anemia,,,,,,,,naive_0_nhanes_explicit,ferritin_ng_mL_low_below_11,0-10.999,ferritin_ng_mL_normal_11_to_335,11-335.999,ferritin_ng_mL_high_above_336,336-10000,,,,,LBXFER,2.0,,"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3093720/#:~:text=Many%20laboratories%20consider%20serum%20ferritin,in%20men%20to%20be%20abnormal.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,hemoglobin_g_dL_naive,,,,,,,,,naive_0_nhanes_explicit,hemoglobin_g_dL_severe_anemia_below_8,0-7.9,hemoglobin_g_dL_moderate_anemia_8_to_10,8-10,hemoglobin_g_dL_slight_anemia_above_10_to_12,10.1-12,hemoglobin_g_dL_normal_above_12,12.1-10000,,,LBXHGB,,,"[2026-05-13 naive_0 guard-3 removal cycle] Blanked input column (was 'anemia'). Leaf hemoglobin_g_dL_naive is the input of an equivalent_to row, so a parent-conditional CPT here would create a triple-constraint conflict with the equivalent_to mapping + the wrapper's dep_nhanes_explicit marginal. The dependency.py guard (3) was silently demoting this to discrete priors anyway; making the CSV honest about that.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,mean_cell_volume_fL,anemia,,,,,,,,naive_0_nhanes_quartile,,,,,,,,,,,LBXMCVSI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,nucleated_red_blood_cells,anemia,,,,,,,,naive_0_nhanes_explicit,nucleated_red_blood_cells_high_0.2,.2-10000,nucleated_red_blood_cells_high_normal_0.1,.1-.19,nucleated_red_blood_cells_low_normal_0.0,0-.09,,,,,LBXNRBC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,red_cell_distribution_width,anemia,,,,,,,,naive_0_nhanes_quartile,,,,,,,,,,,LBXRDW,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,serum_iron_ug_dL,anemia,,,,,,,,naive_0_nhanes_quartile,,,,,,,,,,,LBXIRN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,anemia,,,,,,,,,discrete_nhanes_explicit,anemia_yes,1,anemia_no,2,,,,,,,MCQ053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,hemoglobin_g_dL,hemoglobin_g_dL_naive,hemoglobin_g_dL_severe_anemia_below_8,,,,,,,equivalent_to,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
